level_0,level_1,flagged_columns
liquid_unit,volume_unit,495
United_States_liquid_unit,liquid_unit,495
star,sun,486
horizontal_surface,platform,68
club_drug,controlled_substance,63
gamma_hydroxybutyrate,max,63
aerosol,cloud,63
United_States_liquid_unit,gallon,495
ability,quality,498
juvenile,kid,502
sound,voice,493
sound,sound_property,493
land,wetland,494
bog,wetland,494
bog,mire,494
organization,polity,542
government,polity,542
identity,personality,545
desperate,unfortunate,545
facial_expression,gape,546
blow,kick,546
effort,exercising,548
decrease,process,536
sale,selling,549
commerce,selling,549
facial_expression,smile,552
decorativeness,finishing,553
barrier,obstruction,554
barrier,movable_barrier,554
door,movable_barrier,554
excavation,pool,538
couch,seat,513
male,male_child,505
floor,horizontal_surface,507
body_of_water,main,508
weather,wind,508
musical_performance,playing,508
dramatic_composition,play,509
male_child,schoolboy,505
diamond,jewel,517
cut,share,519
good,quality,521
better,good,521
geographical_area,urban_area,530
condition,situation,510
shoes,situation,510
nap,time_period,511
foreplay,sexual_activity,537
fondling,foreplay,537
moment,point,538
municipality,urban_area,530
city,municipality,530
despite,dislike,530
acquisition,gift,534
organism,somebody,535
duty,work,71
duty,function,71
behalf,stead,71
bodily_process,breath,71
hole,pit,72
container,purse,67
appraisal,evaluation,537
evaluation,mark,537
priesthood,profession,53
hole,natural_depression,72
dramatic_composition,script,72
appearance,illusion,73
apparition,illusion,73
apparition,ghost,73
appearance,representation,73
function,stead,71
decline,decrease,536
phonetician,sweet,53
linguist,scientist,53
linguist,phonetician,53
lack,need,54
fundamental_quantity,temperature,50
body,occupational_group,53
occupational_group,profession,53
compassion,sympathy,58
ministry,priesthood,53
person,scientist,53
endowment,natural_ability,558
sadness,sorrow,566
check,draft,568
legal_document,negotiable_instrument,568
draft,negotiable_instrument,568
drop,tear,60
gait,walk,61
gait,waddle,61
bodily_process,sex,62
club_drug,gamma_hydroxybutyrate,63
controlled_substance,drug,63
geographical_area,north,55
maxim,saying,56
bodybuilding,exercise,573
bodybuilding,weightlift,573
clean,weightlift,573
locomotion,walking,576
endowment,hang,558
aptitude,natural_ability,558
travel,wandering,42
drop,small_indefinite_quantity,60
causal_agent,somebody,535
collection,heap,580
geographical_area,surround,581
movie,show,581
scratch,wound,582
species,taxonomic_group,585
beginning,start,571
activity,try,572
biological_group,group,585
biological_group,taxonomic_group,585
initial,letter,587
group,humans,589
looking,sensing,591
discovery,finding,591
average,mean,627
datum,statistic,627
stand,support,592
building_complex,works,594
direction,orientation,596
horizontal,orientation,596
direction,position,596
catching,playing,597
action,playing,597
frequency,rate,598
atmospheric_phenomenon,storm,606
lover,steady,607
accomplishment,attainment,609
score,success,609
run,score,609
attainment,success,609
goal,purpose,604
outside,region,605
obstruction,structure,554
dish,snack_food,555
sandwich,snack_food,555
dish,nutriment,555
denial,negative,555
denial,speech_act,555
decoration,hanging,558
crowd,gathering,558
complex,whole,615
football_play,play,609
plan_of_action,play,609
football_play,running,609
heaven,region,609
commissioned_military_officer,general_officer,610
commissioned_military_officer,commissioned_officer,610
general,general_officer,610
current,tidal_flow,45
current,flow,45
eager,tidal_flow,45
flat,plain,47
decision,move,614
maneuver,step,614
maneuver,move,614
concept,whole,615
la,metallic_element,26
fairy,spiritual_being,22
basic_cognitive_process,inattention,22
disregard,inattention,22
disregard,omission,22
exception,omission,22
battering,fight,49
flu,respiratory_disease,44
complex,syndrome,615
aid,resource,615
asset,resource,615
spiciness,tang,617
spiciness,taste_property,617
property,taste_property,617
military_officer,serviceman,610
mercantile_establishment,shop,611
duck,duckling,631
plan_of_action,scheme,632
plot,scheme,632
coat,overgarment,663
garment,overgarment,663
countenance,expression,667
appearance,countenance,667
church,religion,667
li,metallic_element,635
friendly,military_personnel,635
activity,process,639
average,statistic,627
chromatic_color,green,628
bird,poultry,631
bird,meat,631
duck,poultry,631
feast_day,holiday,640
feast_day,movable_feast,640
day,holiday,640
easter,movable_feast,640
affair,celebration,642
justice,righteousness,633
morality,righteousness,633
asthma,respiratory_disease,634
commissioned_officer,military_officer,610
feeling,pleasure,642
diversion,fun,642
building,theatre,643
hominid,homo,645
homo,humans,645
husband,spouse,648
medium_of_exchange,tender,651
charity,foundation,653
detail,fact,697
detail,respect,697
movie,product,698
derby,hat,701
colors,flag,701
body_waste,fecal_matter,703
chat,conversation,688
marital_status,marriage,655
category,sort,651
hired_hand,laborer,653
employee,workman,653
employee,worker,653
cowboy,ranch_hand,653
laborer,workman,653
hired_hand,ranch_hand,653
addiction,physical_condition,661
financial_institution,institution,653
financial_institution,foundation,653
being,life,654
option,possibility,655
possibility,possible,655
legal_status,marital_status,655
legal_status,status,655
panel,sheet,668
artifact,sheet,668
accident,coincidence,670
bad_temper,fit,656
anger,bad_temper,656
sin,unrighteousness,661
alcoholism,drug_addiction,661
addiction,drug_addiction,661
cutter,edge_tool,12
edge_tool,knife,12
implement,tool,12
cutter,cutting_implement,12
animal_tissue,flap,767
oscine,thrush,12
robin,thrush,12
project,work,725
contemplation,meditation,744
animal_tissue,nervous_tissue,745
force,troops,6
disjunction,separation,5
disjunction,incoherence,5
implement,stick,2
scale,standard,14
anniversary,day,15
familiar,servant,753
servant,worker,753
kind,type,754
motivation,rational_motive,754
rational_motive,reason,754
experience,ordeal,758
experience,happening,758
daily,newspaper,759
newspaper,press,759
consequence,wake,761
readiness,state,763
readiness,ready,763
bar,room,764
flap,protective_fold,767
lid,protective_fold,767
cutting_implement,tool,12
Apostle,disciple,16
Apostle,peter,16
peter,saint,16
bird,passerine,12
degree,extreme,7
deprivation,poverty,234
condition,financial_condition,234
artifact,padding,230
bodily_process,crying,743
choice,vote,743
consideration,contemplation,744
animal,giant,19
falsehood,lie,20
falsehood,statement,20
engagement,military_action,15
disciple,follower,16
fiber_bundle,nervous_tissue,745
boat,small_boat,751
canoe,small_boat,751
carry,transportation,732
cry,utterance,734
cry,scream,734
dinner,meal,737
hurting,symptom,738
activity,effort,726
office,place_of_business,727
bee,hymenopterous_insect,730
grounds,information,710
condition,innocence,713
cranial_nerve,facial,745
cranial_nerve,nerve,745
fiber_bundle,nerve,745
