level_0,level_1,flagged_columns
soft-finned_fish,teleost_fish,499
bony_fish,teleost_fish,499
bony_fish,fish,499
aquatic_bird,wading_bird,500
sandpiper,shorebird,500
profanity,utterance,497
curse,profanity,497
dish,snack_food,497
deprivation,poverty,501
financial_condition,poverty,501
condition,financial_condition,501
announcement,statement,502
announcement,notice,502
cypriniform_fish,topminnow,499
cypriniform_fish,soft-finned_fish,499
molly,topminnow,499
class,grammatical_category,511
perfect,tense,511
eyes,opinion,507
belief,opinion,507
art,dance,507
good_fortune,prosperity,539
prosperity,wellbeing,539
fortune,good_fortune,539
anger,bad_temper,511
questioning,request,514
guidance,message,514
even-toed_ungulate,swine,514
pig,swine,514
even-toed_ungulate,ungulate,514
placental,ungulate,514
grammatical_category,tense,511
purchase,steal,47
diversion,fun,48
blunder,mistake,50
mistake,nonaccomplishment,50
blunder,fumble,50
fundamental_quantity,length,66
boyfriend,lover,521
bad_temper,fit,511
crystal,ice,54
crystal,solid,54
economy,system,55
group,system,55
paper,sheet,55
female_sibling,sister,50
female_sibling,kinswoman,50
kinswoman,relative,50
legal_document,license,534
conveyance,tram,534
change_of_state,termination,534
kill,termination,534
causal_agent,somebody,524
reading,studying,524
defeated,people,525
act,getting,526
decrease,process,536
dickens,exclamation,536
exclamation,utterance,536
crew,unit,537
depth,extent,538
health,wellbeing,539
lay,song,531
faithful,following,533
performance,presentation,32
musical_performance,performing_arts,32
leaf,sheet,55
leaf,page,55
echo,reflection,55
building_complex,works,541
identity,personality,545
decline,decrease,536
beginning,start,540
lame,simpleton,45
collection,content,46
quest,search,41
higher_cognitive_process,search,41
point,spot,41
attitude,mindset,38
presentation,show,32
decorativeness,finishing,553
beginning,birth,557
beginning,point,557
beloved,lover,622
aid,lift,624
part,residual,625
blond,person,30
musical_performance,performance,32
gun,weapon,557
instrument,weapon,557
amorphous_shape,shape,560
amorphous_shape,space,560
information,propaganda,571
activity,market,577
control,power,548
bodily_process,tears,550
garbage,waste,577
good_weather,weather,580
calmness,good_weather,580
calmness,quiet,580
feeling,mood,580
feeling,pain,580
distress,pain,580
kin,social_group,581
folks,kin,581
action,taking,583
choice,decision_making,586
choice,favorite,586
dad,father,586
artifact,strip,589
lady,woman,591
stand,support,592
atm,pressure_unit,614
pressure_unit,unit_of_measurement,614
handling,manual_labor,592
labor,manual_labor,592
entry,written_record,600
atmospheric_phenomenon,storm,606
spirit,vital_principle,606
sexual_activity,sexual_intercourse,646
physical_property,weight,619
couch,seat,620
causal_agent,vital_principle,606
clothing,woman's_clothing,608
dress,woman's_clothing,608
election,primary,610
enjoyment,pleasure,611
knitting,needlework,612
appraisal,evaluation,625
adrenaline,vasoconstrictor,626
envy,jealousy,626
light,moonlight,617
oscine,thrush,617
robin,thrush,617
oscine,passerine,617
bird,passerine,617
chemical_element,si,25
buying,purchase,28
area,middle,17
anticipation,hope,20
temperature,warmth,42
somesthesia,temperature,42
perception,somesthesia,42
evaluation,mark,625
ad,promotion,627
message,promotion,627
instrument,medical_instrument,628
douche,syringe,628
medical_instrument,syringe,628
blood,liquid_body_substance,677
letting,property,677
cavity,structure,683
activity,hiding,637
family,unit,638
act,stay,641
animal_skin,fell,641
peter,saint,642
envy,resentment,626
hate,hostility,626
hostility,resentment,626
dog,hunting_dog,643
beagle,hound,643
body_of_water,ocean,644
politics,social_relation,645
relation,social_relation,645
bulk,number,631
attacker,stoner,633
party,social,636
bag,container,648
legal_document,return,650
command,order,651
command,speech_act,651
ground,object,652
gut,internal_organ,642
affair,celebration,642
hound,hunting_dog,643
bedclothes,cloth_covering,663
cloth_covering,covering,663
bedclothes,blanket,663
option,possibility,664
stuff,substance,664
facial_hair,whiskers,714
facial_hair,hair,714
body_covering,hair,714
computer,machine,666
mathematical_relation,relation,667
cos,trigonometric_function,667
function,mathematical_relation,667
function,trigonometric_function,667
company,institution,659
sound,voice,659
sound,sound_property,659
feeling,sensitivity,671
feelings,sensitivity,671
stage,time_period,673
activity,job,673
season,summer,676
derivative_instrument,legal_document,666
derivative_instrument,option,666
device,machine,666
cavity,tubular_cavity,683
throat,tubular_cavity,683
plant_material,wood,684
spruce,wood,684
material,plant_material,684
clasp,embrace,671
clasp,grasping,671
outdoor_sport,sport,671
disappointment,frustration,739
condition,nakedness,742
nakedness,raw,742
earshot,range,743
extremity,limit,743
limit,range,743
music_genre,religious_music,743
fake,imitation,4
religious_song,spiritual,743
expressive_style,music_genre,743
bodily_process,healing,743
grandmother,grandparent,746
forebear,grandparent,746
ancestor,forebear,746
conversation,talking,746
kith,social_group,747
hazel,tree,749
outbuilding,shed,750
garage,outbuilding,750
building,outbuilding,750
cast,gathering,753
desperate,unfortunate,754
fiction,novel,755
canoe,small_boat,758
inhumanity,quality,735
achromatic_color,color,736
achromatic_color,black,736
flow,natural_process,737
building,place_of_worship,763
nongovernmental_organization,organization,764
mission,nongovernmental_organization,764
disappointment,dissatisfaction,739
jolly,party,720
affair,party,720
datum,statistic,720
average,statistic,720
average,mean,720
disharmony,dissonance,721
dissonance,sound_property,721
boat,small_boat,758
health_professional,medical_practitioner,727
health_professional,professional,727
doctor,medical_practitioner,727
decoration,hanging,728
scratch,wound,729
jewel,jewelry,729
diamond,jewel,729
actress,waters,730
powerlessness,quality,6
actor,actress,730
heading,title,733
delivery,transportation,733
alcoholic,drunkard,733
drinker,drunkard,733
consumer,drinker,733
body_waste,urine,735
copy,imitation,4
copy,representation,4
activity,help,6
helplessness,powerlessness,6
condition,discomfort,14
flow,influx,737
discontentment,longing,739
discontentment,dissatisfaction,739
