level_0,level_1,flagged_columns
garment,trouser,31
shorts,trouser,31
free,people,38
bending,flexion,556
change,change_of_shape,556
bending,change_of_shape,556
custom,wont,567
enjoyment,pleasure,569
holy,topographic_point,48
point,topographic_point,48
extent,limit,48
fashion,property,49
linear_unit,miler,50
canoe,small_boat,51
boat,small_boat,51
ego,pride,51
appearance,representation,641
appearance,illusion,641
apparition,ghost,641
apparition,illusion,641
feat,stunt,641
acrobatic_stunt,split,641
acrobatic_stunt,stunt,641
guidebook,handbook,643
victory,win,635
star,sun,635
concave_shape,solid,639
shape,solid,639
concave_shape,depression,639
depression,dip,639
option,possibility,641
possibility,possible,641
adverb,modifier,616
content_word,modifier,616
adverb,positive,616
content_word,word,616
informality,manner,619
demeanor,trait,619
demeanor,manner,619
ending,victory,635
accomplishment,liberation,604
legal_document,return,611
message,proposal,613
advice,proposal,613
sound,ticking,614
questioning,request,614
physical_property,reflection,614
echo,reflection,614
educational_institution,school,724
disjunction,incoherence,725
disjunction,separation,725
dress,gown,727
prose,writing_style,760
device,warmer,762
juvenile,kid,763
report,yarn,765
discontentment,dissatisfaction,721
discontentment,longing,721
disappointment,dissatisfaction,721
disappointment,frustration,721
management,social_control,723
management,treatment,723
dealing,treatment,723
educational_institution,institution,724
female_sibling,kinswoman,707
installment,payment,709
local,public_transport,713
conveyance,public_transport,713
atmosphere,gas,714
atmosphere,sky,714
comparison,examination,716
cover,covering,717
business,enterprise,15
effects,personal_property,693
personal_property,property,693
briar,rose,694
descent,steep,698
descent,slope,698
kinswoman,relative,707
female_sibling,sister,707
atm,pressure_unit,743
pressure_unit,unit_of_measurement,743
chosen,darling,746
darling,lover,746
connection,join,747
connection,shape,747
maxim,saying,748
controlled_substance,drug,748
friendship,relationship,731
farm,workplace,736
mechanical_device,mechanism,736
grab,mechanical_device,736
inflammation,symptom,736
deterioration,devastation,738
devastation,ruin,738
challenge,situation,741
sadness,sorrow,9
angiospermous_tree,fruit_tree,727
citrus,fruit_tree,727
citrus,mandarin,727
angiospermous_tree,tree,727
childhood,time_of_life,727
skate,sports_equipment,728
relationship,state,731
flight,trip,1
flight,nonstop,1
look,watching,2
look,sensing,2
experience,happening,3
experience,ordeal,3
airfield,facility,7
airfield,airport,7
