level_0,level_1,flagged_columns
express,mail,513
expressive_style,manner_of_speaking,524
astonishment,surprise,525
set,teeth,526
attribute,personality,514
idea,program,517
handling,manual_labor,517
labor,manual_labor,517
placement,spacing,518
buying,purchase,528
core,set,528
oscine,thrush,567
award,grant,568
allotment,distribution,568
allotment,grant,568
jewelry,pin,562
dinner,meal,562
peer,person,534
fortune,good_fortune,529
health,wellbeing,529
good_fortune,prosperity,529
prosperity,wellbeing,529
feelings,sensitivity,529
feeling,sensitivity,529
ginger,herb,530
heart,intuition,543
people,sick,545
breakfast_food,cereal,531
cereal,hot_cereal,531
grits,hot_cereal,531
breakfast_food,food,531
fact,truth,532
associate,peer,534
activity,market,51
athletic_contest,contest,50
athletic_contest,meet,50
champagne,sparkling_wine,508
morning,time_period,538
challenge,speech_act,539
challenge,dare,539
impression,intuition,543
pause,wait,599
change_of_location,rising,599
dramatic_composition,script,600
official,skilled_worker,580
capitalist,person,580
banker,financier,580
banker,cashier,580
capitalist,financier,580
faith,theological_virtue,551
belief,faith,551
circumstances,condition,552
body_waste,fecal_matter,588
fecal_matter,shit,588
afternoon,day,590
contest,race,592
lady,woman,598
building,theatre,557
linear_unit,mile,560
photo,representation,561
drinking_vessel,stoup,547
drinking_vessel,vessel,547
external_body_part,neck,547
mercantile_establishment,store,548
excavation,working,550
feeling,humour,563
happening,success,565
graphics,visual_communication,567
bird,passerine,567
robin,thrush,567
oscine,passerine,567
scale,standard,553
laugh,utterance,556
plant_organ,reproductive_structure,611
fruit,reproductive_structure,611
billiards,table_game,613
game,table_game,613
body,leaders,615
body_of_water,lake,618
followers,multitude,607
crazy,lunatic,608
frame,framework,621
framework,supporting_structure,621
structure,supporting_structure,621
apparition,illusion,624
apparition,ghost,624
appearance,representation,624
mouth,rima,610
orifice,rima,610
diplomat,official,580
ambassador,diplomat,580
apartment,housing,568
housing,structure,568
leaf,sheet,569
paper,sheet,569
mere,pond,618
lake,pond,618
inside,midst,582
ex,man,584
foundation,relation,587
leaf,page,569
mustard,rape,571
anger,rage,571
arrangement,array,578
array,table,578
gold,precious_metal,38
belly,body_part,39
marathon,undertaking,41
inactivity,waiting,42
act,inactivity,42
drinker,drunkard,37
spouse,wife,37
relative,spouse,37
concentration,focus,46
custom,habit,42
disorder,state,43
confusion,disorder,43
magnitude_relation,ratio,44
frequency,ratio,44
frequency,incidence,44
precious_metal,valuable,38
cause,factor,604
factor,fundamental,604
derivative_instrument,option,606
person,suspect,29
owner,person,46
holder,owner,46
landlord,landowner,46
holder,landowner,46
lunatic,sick_person,608
herb,simple,609
device,warmer,610
passage,structure,610
orifice,passage,610
body,natural_object,600
choice,vote,601
dying,end,604
consumer,drinker,37
body_of_water,main,33
attacker,predator,29
area,body_part,30
area,waist,30
people,timid,30
lover,steady,27
gait,walk,29
appearance,illusion,624
cap,headdress,625
eyes,opinion,626
belief,opinion,626
facing,lining,626
lining,protective_covering,626
husband,spouse,37
alcoholic,drunkard,37
alley,street,642
street,thoroughfare,642
dirge,keen,642
chemical_phenomenon,exchange,635
chemical_phenomenon,natural_phenomenon,635
disturbance,havoc,637
disturbance,motion,637
impossibility,option,638
derivative_instrument,legal_document,606
dirge,song,642
artifact,layer,642
computer,website,645
horizontal_surface,platform,648
impossibility,impossible,638
offer,speech_act,638
road,thoroughfare,642
organization,party,650
doomed,people,652
cross,structure,653
people,rich,654
coding_system,writing,714
bottle,vessel,23
gardening,landscaping,25
land,sod,20
angiospermous_tree,tree,666
citrus,fruit_tree,666
kith,social_group,657
present,today,658
idiot,simpleton,660
approval,credit,661
guidebook,handbook,662
book,reference_book,662
bending,flexion,673
flex,flexion,673
handbook,reference_book,662
endurance,strength,663
legs,stamina,663
endurance,stamina,663
amorphous_shape,space,665
amorphous_shape,shape,665
gait,waddle,29
fashion,property,631
angiospermous_tree,fruit_tree,666
citrus,mandarin,666
alien,traveler,672
family,unit,672
change,change_of_shape,673
bending,change_of_shape,673
aptitude,instinct,727
bob,weight,727
artifact,weight,727
bob,plumb,727
asking,speech_act,728
foreplay,sexual_activity,733
fondling,foreplay,733
moment,point,718
organ,sense_organ,737
ear,sense_organ,737
cavity,structure,737
cavity,tubular_cavity,737
throat,tubular_cavity,737
emotion,emotional_state,739
emotional_state,happiness,739
hurt,ill_health,743
affair,celebration,749
examination,scan,750
building_material,shake,752
airplane,jet,755
drink,helping,756
paved_surface,pavement,760
horizontal_surface,paved_surface,760
perfect,tense,762
grammatical_category,tense,762
class,grammatical_category,762
contemplation,meditation,762
consideration,contemplation,762
estrogen,steroid_hormone,764
actor,heavy,764
body_waste,urine,765
gather,sewing,2
passage,way,243
article,piece,241
creation,piece,241
adjudicator,judge,236
adjudicator,person,236
judge,ordinary,236
lesson,teaching,237
appraisal,evaluation,263
conduit,passage,243
animal_tissue,flap,246
flap,protective_fold,246
lid,protective_fold,246
excavation,pool,246
conduit,tube,243
airline,hose,243
hose,tube,243
code,coding_system,714
adventure,undertaking,735
amphibian,vertebrate,6
amphibian,frog,6
freedom,state,3
database,list,6
database,information,6
fiber_bundle,nervous_tissue,225
architect,jenny,722
architect,creator,722
art,graphic_art,704
graphic_art,painting,704
action,taking,710
hearing,proceeding,712
due_process,proceeding,712
due_process,group_action,712
